event_id	이름	지역	기관	기업	튜터	인원 수	대상	목적	장소	교육 방식	교육 형태	시간	횟수	주차	내용
72.0	찾아가는 생활디지털교육	전북 전주시	전주시 평생학습관	없음	김상철(디지털활동가) 등 12명	기사에 명시되지 않음 (50회 교육 예정)	디지털 소외계층 어르신	디지털 기기 활용능력 향상 및 디지털 격차 해소	전주시 노송천 노인복지관 4층 등 (노인복지관, 종합사회복지관, 경로당 등)	오프라인	그룹	1시간 30분	기사에 명시되지 않음 (상반기 50회, 하반기 50회 추가 예정)	상반기: 8월 중순까지, 하반기: 9월~11월	키오스크 사용법, 생활 앱 활용법 (교통, 배달 앱 등),  버스 앱 활용법 (현실적인 어려움 존재)
73.0	노년층 대상 찾아가는 디지털 교육	전라북도 익산시, 전라북도 전주시	전북개발공사	전북개발공사	기사에 명시되지 않음	기사에 명시되지 않음	70대 이상 어르신	노년층의 디지털 기기 및 서비스 사용 능력 향상, 일상생활 편의 증진, 디지털 소외 방지, 사회적 통합 촉진	익산 송학 지안리즈 아파트, 전주 평화 지안리즈 아파트	오프라인	그룹	기사에 명시되지 않음	기사에 명시되지 않음	기사에 명시되지 않음	스마트폰 기본 사용법, 인터넷 기초(인터넷 브라우저 사용법 등), 기초 서비스(카카오톡, 메시지) 등
74.0	디지털 마실	전라북도 전주시 완산구 (읍면동 정보 없음)	안골노인복지관	케어뱅크	전북대학교 봉사동아리 ‘발루띠어’ 회원	(기사에 명시되지 않음)	안골노인복지관 어르신	디지털 기기(키오스크 등) 사용법 교육을 통해 디지털 소외감 해소 및 디지털 역량 강화	안골노인복지관 및 실제 매장	오프라인	그룹	3일간 (총 시간 불명)	1회(3일 연속)	1주	스마트폰 앱을 이용한 키오스크 사용법 교육 및 현장 실습
75.0	키오스크 맞춤 교육	전라북도 전주시	전주효자시니어클럽				만 60세 이상 전주 시민	디지털 소외격차 해소		오프라인	그룹			8주 (2개월)	키오스크를 이용한 음료 주문, 영화표/기차표 예매 등 체험
76.0															
77.0	스마트폰 활용 (초급, 중급, 심화)	경상북도 경주시	경주시노인종합복지관	없음	명시되지 않음	175명 이상	만 65세 이상 어르신 포함	스마트폰 활용 능력 향상	경주시노인종합복지관	오프라인	그룹	명시되지 않음	명시되지 않음	16주	스마트폰 활용
77.0	실버건강 체조	경상북도 경주시	경주시노인종합복지관	없음	명시되지 않음	175명 이상	만 65세 이상 어르신	건강 증진	경주시노인종합복지관	오프라인	그룹	명시되지 않음	주 2회	16주	실버건강체조
77.0	요가	경상북도 경주시	경주시노인종합복지관	없음	명시되지 않음	175명 이상	만 65세 이상 어르신	건강 증진	경주시노인종합복지관	오프라인	그룹	명시되지 않음	명시되지 않음	16주	요가
77.0	컴퓨터	경상북도 경주시	경주시노인종합복지관	없음	명시되지 않음	175명 이상	만 65세 이상 어르신 포함	컴퓨터 활용 능력 향상	경주시노인종합복지관	오프라인	그룹	명시되지 않음	명시되지 않음	16주	컴퓨터 활용
77.0	노래	경상북도 경주시	경주시노인종합복지관	없음	명시되지 않음	175명 이상	만 65세 이상 어르신 포함	노래 실력 향상	경주시노인종합복지관	오프라인	그룹	명시되지 않음	명시되지 않음	16주	노래
77.0	한글서예	경상북도 경주시	경주시노인종합복지관	없음	명시되지 않음	175명 이상	만 65세 이상 어르신 포함	한글서예 실력 향상	경주시노인종합복지관	오프라인	그룹	명시되지 않음	명시되지 않음	16주	한글서예
78.0															
79.0	어르신 맞춤형 스마트폰 교육	경상북도 경산시	경산시 보건소	없음	기사에 명시되지 않음	30여 명	AI-IoT 기반 어르신건강관리사업 참여 어르신	스마트폰 활용능력 향상 및 AI-IoT 기반 어르신건강관리사업(오늘건강앱) 활용	경산시 치매안심센터	오프라인	그룹	기사에 명시되지 않음	기사에 명시되지 않음	기사에 명시되지 않음	스마트폰 기본 활용법, 오늘건강앱 활용법
80.0	시니어 디지털 스쿨	경기도 성남시	보건복지부	카카오	시니어 티처 (시니어금융교육협의회 양성)	100곳의 시니어 기관 (총 인원수는 명시되지 않음)	디지털 친숙도가 낮은 고령층	시니어들의 디지털 격차 해소 및 디지털 포용성 확대	전국 노인종합복지관 등 시니어 기관 100곳	오프라인	그룹	(명시되지 않음)	(명시되지 않음)	(명시되지 않음)	가족, 친구와 소통, 편리한 이동, 스마트폰 금융, 공공 서비스 이용 등 카카오톡, 카카오T, 카카오페이, 복지로 등 사용법 교육
81.0	프로젝트 단골 (단골거리)	충청북도 청주시, 경기도 수원시, 서울특별시 종로구, 서울특별시 마포구, 대구광역시, 경상남도 창원시, 서울특별시 노원구	카카오	카카오	명시되지 않음	명시되지 않음	지역 상권 소상공인	디지털 전환 지원 및 고객과의 원활한 소통 지원	각 지역 상권	오프라인	1:1 그룹	최대 8시간/회	명시되지 않음	최대 8주	카카오톡 채널 활용, 온·오프라인 홍보, 카카오 서비스 입점 지원 등
81.0	시니어 디지털 스쿨	전국 시/군/구 (노인종합복지관 등 100곳)	카카오, 보건복지부	카카오	시니어 티처 (시니어금융교육협의회 양성)	10만 명 (교재 배포 기준)	고령층	디지털 활용 능력 향상	전국 노인종합복지관 등	오프라인	그룹	명시되지 않음	명시되지 않음	명시되지 않음	카카오톡, 카카오T, 카카오페이 등 카카오 서비스 및 공공 서비스 사용법
82.0	스마트경로당 운영지원	경기도 부천시 송내동	부천시		경로당 서포터즈 30명		스마트 경로당 이용 어르신	스마트 경로당 운영 전반 지원	스마트 경로당	오프라인	그룹				ICT 화상프로그램 접속지원, IoT 헬스케어 기기 이용 등
82.0	대면 디지털 교육	경기도 부천시 송내동	부천시		경로당 서포터즈 30명	16,703명	스마트 경로당 이용 어르신	디지털 기기 활용능력 향상	경로당, 키오스크 설치 장소	오프라인	그룹		7,290회		스마트폰 기본 교육(문자메시지 발송, 전화번호부 등록, 사진촬영), 키오스크 이용 교육
82.0	여가프로그램 운영	경기도 부천시 송내동	부천시		경로당 서포터즈 30명		스마트 경로당 이용 어르신	여가활동 제공	경로당	오프라인	그룹				건강체조, 투호놀이 등
82.0	경로당 회계교육	경기도 부천시 송내동	부천시		경로당 서포터즈 30명		경로당 회계 담당 어르신	회계 장부 정리 능력 향상	경로당	오프라인	그룹				회계 장부 정리 교육
82.0	시설물 관리	경기도 부천시 송내동	부천시		경로당 서포터즈 30명			쾌적한 경로당 환경 조성	경로당	오프라인	그룹				경로당 냉방기기 필터 청소 등
83.0															
84.0															
85.0	스마트폰 심화 교육	울산광역시 중구 복산동	울산 중구 복산동 행정복지센터	없음	미상	10여명	어르신	미상	동덕현대아파트 경로당	오프라인	그룹	미상	미상	미상	스마트폰 심화 교육
86.0	스마트폰 활용 실버 전문가 과정	경기도 용인시 수지구	LG전자 베스트샵	LG전자	모바일 판매 매니저	200명 (추정, 전국 140여개 매장 운영)	60세 이상 시니어 고객	스마트폰 활용 능력 향상	LG전자 베스트샵 전국 140여개 매장	오프라인	그룹	(불명)	(불명)	2주	와이파이 연결, 앱 설치, 사진 찍기, 카카오톡 이용(용돈·선물 보내기), LG 씽큐 앱 활용 등
87.0															
88.0															
89.0	디지털 역량 강화 교육	충청남도 천안시 서북구 봉명동	천안시 봉명동 행복키움지원단			70세 이상 노인 (인원수 미상)	70세 이상 노인	디지털 기기 사용에 대한 어려움 완화 및 자신감 있는 일상생활 지원	봉명동 (구체적인 장소 미상)	오프라인	그룹 교육	(시간 정보 미상)	(횟수 정보 미상)	(주차 정보 미상)	스마트폰 기본 활용 방법(어플 설치/삭제/사용), 사진 및 영상 촬영/응용, 키오스크 실습
90.0	디지털 문해 학습	서울특별시 (권역별 4개 거점기관)	서울시				디지털 시스템에 익숙하지 않은 어르신, 결혼이주여성, 외국인노동자 등	디지털 문해 향상, 디지털 생활 적응 지원	서울 전역의 4개 거점기관	오프라인	그룹	불명	불명	불명	무인기기/스마트폰 이용, 표 발권, 음식 주문, 공공기관 서류 발급 등 실생활 활용법
90.0	찾아가는 문해교육	서울특별시 (전역)	서울시				문해교육을 원하는 시민	맞춤형 문해교육 제공	신청자의 원하는 시간과 장소	오프라인	1대1 또는 그룹 (불명)	불명	불명	불명	스마트폰 사용법, 한글, 기초수학 등
91.0															
92.0	키오스크 활용 교육	서울특별시 중구	서울시	-	-	불명	만 55세 이상 노인	키오스크 사용법 숙지 및 디지털 사회 적응 지원	서울시청 스마트전시관, 시청 인근 패스트푸드점	오프라인	그룹	불명	4회/주	불명	키오스크 조작법, 메뉴 주문, 적립 및 포인트 활용 등
92.0	어디나지원단 1대1 교육	서울특별시 (노인 이용시설)	서울시	-	-	불명	만 55세 이상 노인	키오스크 활용법 숙지 및 디지털 사회 적응 지원	노인 이용시설	오프라인	1대1	불명	불명	불명	키오스크 조작법, 메뉴 주문, 적립 및 포인트 활용 등
93.0	5060 디지털 금융 쉽게 배우기	서울특별시 서울시	서울도서관			40명	50대 이상 서울시민	스마트폰 모바일 뱅킹 활용 및 금융사기 예방	서울도서관	오프라인	그룹	1일(총 2일 교육)	1회/일(총 2일)	2주	모바일 뱅킹 활용, 시니어 맞춤형 ATM 사용법, 금융사기 예방
94.0															
95.0	키오스크 체험교육	충청남도 논산시	논산시	없음	정보화 교육 전문강사	미상	지역 내 어르신 포함 정보화 교육 수강생	디지털 거래 환경 친숙화	농업인회관 1층 정보화 상설교육장	오프라인	그룹	4시간	미상	미상	민원서류 발급, 은행(금융) 업무, 커피숍 주문, 승차권 구매, 병원 접수 등 9개 분야 키오스크 활용법
96.0	시니어 금융교육	서울특별시 강남구	시니어금융교육협의회	다올저축은행	시니어금융교육협의회 소속 전문강사	기사에 명시되지 않음	시니어 고객	디지털 금융 환경 이해 및 금융사기 예방	삼성1문화센터 대강당	오프라인	그룹	기사에 명시되지 않음	기사에 명시되지 않음	기사에 명시되지 않음	디지털 금융 환경 이해, 모바일 금융 환경에서의 금융지식, 비대면 금융거래 방법, 금융사기 피해 사례 및 예방법
97.0															
98.0															
99.0	모바일 플랫폼 단기강좌	울산광역시 동구	울산광역시동구노인복지관	없음	김현주(기자, 추정)	100명	복지관 이용 노인	스마트폰 활용능력 향상	울산광역시동구노인복지관	오프라인	그룹	(명시되지 않음)	1회/주 (추정)	10주	스마트폰 활용 심화교육
100.0	키오스크 이용 교육 (구체적인 이름 불명)	서울특별시 25개 자치구	서울시 (추정)	불명	불명	불명	만 55세 이상 서울시민	키오스크 사용법 교육	서울 시내 25개 자치구 내 복지관 등 (추정)	오프라인	1:1 및 그룹	불명	불명	불명	키오스크 사용법,  할인 방법 등
101.0	안산시 상록구 어르신 무료 정보화 교육	경기도 안산시 상록구	안산시 상록구청	없음	명시되지 않음	명시되지 않음	지역 내 어르신	디지털 시대 어르신들의 정보화 역량 강화 및 디지털 문제 해결 지원	각 동 주민자치센터	오프라인	그룹	명시되지 않음	명시되지 않음	명시되지 않음	컴퓨터 첫걸음, 스마트폰 기초, 컴퓨터 활용, 키오스크 체험 등
102.0	경로당 디지털 튜터 사업	서울특별시 서대문구	서대문구청	없음	10명의 디지털 튜터	103명	노년층	노년층 삶의 질 향상	22개 경로당	오프라인	1:1 맞춤형	2시간	2~3회	10주	스마트폰 활용, 무인 단말기(키오스크) 이용 실습 등
103.0	찾아가는 디지털 역량 강화 교육	울산광역시 울주군 상북읍 등 60개 경로당	울산시			60개 경로당 어르신들 (정확한 인원수 미제공)	어르신들	어르신들의 디지털 격차 해소 및 디지털 서비스 이용 편의 증진	60개 경로당	오프라인	그룹	미제공	매주 화요일 1회	미제공	키오스크 사용법(무인민원발급, 은행, 카페, 음식점 이용 등), 스마트폰 기초 활용법, 보이스피싱 대응법
